1: P1_INFO:position((-1.96, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)P2_INFO:position((1.96, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)
29: P1_INFO:position((-1.52, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)P2_INFO:position((1.49, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(115)isInHitStun(False)
30: P1_INFO:position((-1.52, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)P2_INFO:position((1.45, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(115)isInHitStun(False)
31: P1_INFO:position((-1.47, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)P2_INFO:position((1.41, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(115)isInHitStun(False)
32: P1_INFO:position((-1.43, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)P2_INFO:position((1.37, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(115)isInHitStun(False)
33: P1_INFO:position((-1.38, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)P2_INFO:position((1.33, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(115)isInHitStun(False)
34: P1_INFO:position((-1.34, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)P2_INFO:position((1.31, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(115)isInHitStun(False)
35: P1_INFO:position((-1.30, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)P2_INFO:position((1.29, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(115)isInHitStun(False)
36: P1_INFO:position((-1.30, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)P2_INFO:position((1.27, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(115)isInHitStun(False)
37: P1_INFO:position((-1.30, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)P2_INFO:position((1.25, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(115)isInHitStun(False)
38: P1_INFO:position((-1.30, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)P2_INFO:position((1.23, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(115)isInHitStun(False)
39: P1_INFO:position((-1.30, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)P2_INFO:position((1.23, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(115)isInHitStun(False)
40: P1_INFO:position((-1.30, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)P2_INFO:position((1.23, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(115)isInHitStun(False)
41: P1_INFO:position((-1.30, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)P2_INFO:position((1.23, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(115)isInHitStun(False)
42: P1_INFO:position((-1.30, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)P2_INFO:position((1.23, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(115)isInHitStun(False)
43: P1_INFO:position((-1.30, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)P2_INFO:position((1.23, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(115)isInHitStun(False)
44: P1_INFO:position((-1.30, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)P2_INFO:position((1.23, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(115)isInHitStun(False)
45: P1_INFO:position((-1.30, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)P2_INFO:position((1.23, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(115)isInHitStun(False)
46: P1_INFO:position((-1.30, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)P2_INFO:position((1.23, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(115)isInHitStun(False)
47: P1_INFO:position((-1.30, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)P2_INFO:position((1.23, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(115)isInHitStun(False)
48: P1_INFO:position((-1.30, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)P2_INFO:position((1.23, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(115)isInHitStun(False)
49: P1_INFO:position((-1.30, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)P2_INFO:position((1.23, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(115)isInHitStun(False)
50: P1_INFO:position((-1.30, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)P2_INFO:position((1.23, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(115)isInHitStun(False)
51: P1_INFO:position((-1.30, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)P2_INFO:position((1.23, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(115)isInHitStun(False)
52: P1_INFO:position((-1.30, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)P2_INFO:position((1.23, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(115)isInHitStun(False)
53: P1_INFO:position((-1.30, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)P2_INFO:position((1.23, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(115)isInHitStun(False)
54: P1_INFO:position((-1.30, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)P2_INFO:position((1.23, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(115)isInHitStun(False)
55: P1_INFO:position((-1.30, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)P2_INFO:position((1.23, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(115)isInHitStun(False)
56: P1_INFO:position((-1.30, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)P2_INFO:position((1.23, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(115)isInHitStun(False)
57: P1_INFO:position((-1.25, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)P2_INFO:position((1.23, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(115)isInHitStun(False)
58: P1_INFO:position((-1.21, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)P2_INFO:position((1.23, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(115)isInHitStun(False)
59: P1_INFO:position((-1.16, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)P2_INFO:position((1.23, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(115)isInHitStun(False)
60: P1_INFO:position((-1.12, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)P2_INFO:position((1.23, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(115)isInHitStun(False)
61: P1_INFO:position((-1.08, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)P2_INFO:position((1.23, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(115)isInHitStun(False)
62: P1_INFO:position((-1.03, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)P2_INFO:position((1.23, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(115)isInHitStun(False)
63: P1_INFO:position((-0.99, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)P2_INFO:position((1.23, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(115)isInHitStun(False)
64: P1_INFO:position((-0.94, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)P2_INFO:position((1.23, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(115)isInHitStun(False)
65: P1_INFO:position((-0.90, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)P2_INFO:position((1.23, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(115)isInHitStun(False)
66: P1_INFO:position((-0.86, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)P2_INFO:position((1.23, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(115)isInHitStun(False)
67: P1_INFO:position((-0.81, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)P2_INFO:position((1.23, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(115)isInHitStun(False)
68: P1_INFO:position((-0.77, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)P2_INFO:position((1.23, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(115)isInHitStun(False)
69: P1_INFO:position((-0.72, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)P2_INFO:position((1.23, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(115)isInHitStun(False)
70: P1_INFO:position((-0.68, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)P2_INFO:position((1.23, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(115)isInHitStun(False)
71: P1_INFO:position((-0.68, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)P2_INFO:position((1.23, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(115)isInHitStun(False)
72: P1_INFO:position((-0.68, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)P2_INFO:position((1.23, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(115)isInHitStun(False)
73: P1_INFO:position((-0.68, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)P2_INFO:position((1.23, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(115)isInHitStun(False)
74: P1_INFO:position((-0.68, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(True)P2_INFO:position((1.23, 0.00))guardHealth(2)cancelable(False)dead(False)currentAction(200)isInHitStun(True)
75: P1_INFO:position((-0.68, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(True)P2_INFO:position((1.23, 0.00))guardHealth(2)cancelable(False)dead(False)currentAction(200)isInHitStun(True)
76: P1_INFO:position((-0.68, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(True)P2_INFO:position((1.23, 0.00))guardHealth(2)cancelable(False)dead(False)currentAction(200)isInHitStun(True)
77: P1_INFO:position((-0.68, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(True)P2_INFO:position((1.23, 0.00))guardHealth(2)cancelable(False)dead(False)currentAction(200)isInHitStun(True)
78: P1_INFO:position((-0.68, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(True)P2_INFO:position((1.23, 0.00))guardHealth(2)cancelable(False)dead(False)currentAction(200)isInHitStun(True)
79: P1_INFO:position((-0.68, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(True)P2_INFO:position((1.23, 0.00))guardHealth(2)cancelable(False)dead(False)currentAction(200)isInHitStun(True)
80: P1_INFO:position((-0.68, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(True)P2_INFO:position((1.23, 0.00))guardHealth(2)cancelable(False)dead(False)currentAction(200)isInHitStun(True)
81: P1_INFO:position((-0.68, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(True)P2_INFO:position((1.23, 0.00))guardHealth(2)cancelable(False)dead(False)currentAction(200)isInHitStun(True)
82: P1_INFO:position((-0.68, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(True)P2_INFO:position((1.23, 0.00))guardHealth(2)cancelable(False)dead(False)currentAction(200)isInHitStun(True)
83: P1_INFO:position((-0.68, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(True)P2_INFO:position((1.23, 0.00))guardHealth(2)cancelable(False)dead(False)currentAction(200)isInHitStun(True)
84: P1_INFO:position((-0.68, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(True)P2_INFO:position((1.23, 0.00))guardHealth(2)cancelable(False)dead(False)currentAction(200)isInHitStun(True)
85: P1_INFO:position((-0.68, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(True)P2_INFO:position((1.23, 0.00))guardHealth(2)cancelable(False)dead(False)currentAction(200)isInHitStun(True)
86: P1_INFO:position((-0.64, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(110)isInHitStun(False)P2_INFO:position((1.29, 0.00))guardHealth(2)cancelable(False)dead(False)currentAction(200)isInHitStun(False)
87: P1_INFO:position((-0.60, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(110)isInHitStun(False)P2_INFO:position((1.35, 0.00))guardHealth(2)cancelable(False)dead(False)currentAction(200)isInHitStun(False)
88: P1_INFO:position((-0.56, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(110)isInHitStun(False)P2_INFO:position((1.41, 0.00))guardHealth(2)cancelable(False)dead(False)currentAction(200)isInHitStun(False)
89: P1_INFO:position((-0.52, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(110)isInHitStun(False)P2_INFO:position((1.47, 0.00))guardHealth(2)cancelable(False)dead(False)currentAction(200)isInHitStun(False)
90: P1_INFO:position((-0.42, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(110)isInHitStun(False)P2_INFO:position((1.51, 0.00))guardHealth(2)cancelable(False)dead(False)currentAction(200)isInHitStun(False)
91: P1_INFO:position((-0.32, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(110)isInHitStun(False)P2_INFO:position((1.55, 0.00))guardHealth(2)cancelable(False)dead(False)currentAction(200)isInHitStun(False)
92: P1_INFO:position((-0.22, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(110)isInHitStun(False)P2_INFO:position((1.59, 0.00))guardHealth(2)cancelable(False)dead(False)currentAction(200)isInHitStun(False)
93: P1_INFO:position((-0.12, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(110)isInHitStun(False)P2_INFO:position((1.63, 0.00))guardHealth(2)cancelable(False)dead(False)currentAction(200)isInHitStun(False)
94: P1_INFO:position((-0.02, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(110)isInHitStun(False)P2_INFO:position((1.67, 0.00))guardHealth(2)cancelable(False)dead(False)currentAction(200)isInHitStun(False)
95: P1_INFO:position((0.08, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(110)isInHitStun(False)P2_INFO:position((1.68, 0.00))guardHealth(2)cancelable(False)dead(False)currentAction(200)isInHitStun(False)
96: P1_INFO:position((0.18, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(110)isInHitStun(False)P2_INFO:position((1.69, 0.00))guardHealth(2)cancelable(False)dead(False)currentAction(200)isInHitStun(False)
97: P1_INFO:position((0.28, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(110)isInHitStun(False)P2_INFO:position((1.70, 0.00))guardHealth(1)cancelable(False)dead(True)currentAction(500)isInHitStun(False)
