1: P1_INFO:position((-1.96, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:1)isInHitStun(False)
P2_INFO:position((2.23, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:1)isInHitStun(False)

15: P1_INFO:position((-1.82, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:2)isInHitStun(False)
P2_INFO:position((2.23, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:0)isInHitStun(False)

16: P1_INFO:position((-1.86, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:2)isInHitStun(False)
P2_INFO:position((2.13, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:10)isInHitStun(False)

17: P1_INFO:position((-1.89, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:2)isInHitStun(False)
P2_INFO:position((2.03, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:10)isInHitStun(False)

18: P1_INFO:position((-1.89, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:0)isInHitStun(False)
P2_INFO:position((1.93, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:10)isInHitStun(False)

19: P1_INFO:position((-1.89, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:0)isInHitStun(False)
P2_INFO:position((1.79, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:10)isInHitStun(False)

20: P1_INFO:position((-1.89, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:0)isInHitStun(False)
P2_INFO:position((1.65, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:10)isInHitStun(False)

21: P1_INFO:position((-1.89, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:0)isInHitStun(False)
P2_INFO:position((1.51, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:10)isInHitStun(False)

22: P1_INFO:position((-1.89, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:0)isInHitStun(False)
P2_INFO:position((1.37, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:10)isInHitStun(False)

23: P1_INFO:position((-1.89, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:0)isInHitStun(False)
P2_INFO:position((1.23, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:10)isInHitStun(False)

24: P1_INFO:position((-1.89, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:0)isInHitStun(False)
P2_INFO:position((1.09, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:10)isInHitStun(False)

25: P1_INFO:position((-1.89, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:0)isInHitStun(False)
P2_INFO:position((0.99, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:10)isInHitStun(False)

26: P1_INFO:position((-1.89, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:0)isInHitStun(False)
P2_INFO:position((0.89, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:10)isInHitStun(False)

27: P1_INFO:position((-1.89, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:0)isInHitStun(False)
P2_INFO:position((0.79, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:10)isInHitStun(False)

28: P1_INFO:position((-1.89, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:0)isInHitStun(False)
P2_INFO:position((0.75, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:10)isInHitStun(False)

29: P1_INFO:position((-1.89, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:0)isInHitStun(False)
P2_INFO:position((0.71, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:10)isInHitStun(False)

30: P1_INFO:position((-1.89, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:0)isInHitStun(False)
P2_INFO:position((0.69, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:10)isInHitStun(False)

31: P1_INFO:position((-1.89, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:0)isInHitStun(False)
P2_INFO:position((0.69, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:10)isInHitStun(False)

32: P1_INFO:position((-1.85, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:1)isInHitStun(False)
P2_INFO:position((0.72, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:2)isInHitStun(False)

33: P1_INFO:position((-1.80, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:1)isInHitStun(False)
P2_INFO:position((0.76, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:2)isInHitStun(False)

34: P1_INFO:position((-1.76, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:1)isInHitStun(False)
P2_INFO:position((0.80, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:2)isInHitStun(False)

35: P1_INFO:position((-1.72, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:1)isInHitStun(False)
P2_INFO:position((0.83, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:2)isInHitStun(False)

36: P1_INFO:position((-1.67, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:1)isInHitStun(False)
P2_INFO:position((0.87, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:2)isInHitStun(False)

37: P1_INFO:position((-1.63, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:1)isInHitStun(False)
P2_INFO:position((0.90, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:2)isInHitStun(False)

38: P1_INFO:position((-1.57, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:115)isInHitStun(False)
P2_INFO:position((0.94, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:2)isInHitStun(False)

39: P1_INFO:position((-1.51, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:115)isInHitStun(False)
P2_INFO:position((0.94, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:350)isInHitStun(False)

40: P1_INFO:position((-1.45, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:115)isInHitStun(False)
P2_INFO:position((0.94, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:350)isInHitStun(False)

41: P1_INFO:position((-1.41, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:115)isInHitStun(False)
P2_INFO:position((0.94, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:350)isInHitStun(False)

42: P1_INFO:position((-1.37, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:115)isInHitStun(False)
P2_INFO:position((0.94, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:350)isInHitStun(False)

43: P1_INFO:position((-1.33, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:115)isInHitStun(False)
P2_INFO:position((0.94, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:350)isInHitStun(False)

44: P1_INFO:position((-1.29, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:115)isInHitStun(False)
P2_INFO:position((0.94, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:350)isInHitStun(False)

45: P1_INFO:position((-1.25, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:115)isInHitStun(False)
P2_INFO:position((0.98, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:2)isInHitStun(False)

46: P1_INFO:position((-1.21, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:115)isInHitStun(False)
P2_INFO:position((1.01, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:2)isInHitStun(False)

47: P1_INFO:position((-1.17, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:115)isInHitStun(False)
P2_INFO:position((1.01, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:0)isInHitStun(False)

48: P1_INFO:position((-1.13, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:115)isInHitStun(False)
P2_INFO:position((0.97, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:1)isInHitStun(False)

49: P1_INFO:position((-1.11, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:115)isInHitStun(False)
P2_INFO:position((0.97, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:0)isInHitStun(False)

50: P1_INFO:position((-1.09, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:115)isInHitStun(False)
P2_INFO:position((0.87, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:10)isInHitStun(False)

51: P1_INFO:position((-1.07, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:115)isInHitStun(False)
P2_INFO:position((0.77, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:10)isInHitStun(False)

52: P1_INFO:position((-1.05, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:115)isInHitStun(False)
P2_INFO:position((0.67, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:10)isInHitStun(False)

53: P1_INFO:position((-1.03, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:115)isInHitStun(False)
P2_INFO:position((0.53, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:10)isInHitStun(False)

54: P1_INFO:position((-1.03, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:115)isInHitStun(False)
P2_INFO:position((0.39, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:10)isInHitStun(False)

55: P1_INFO:position((-1.09, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:115)isInHitStun(False)
P2_INFO:position((0.31, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:10)isInHitStun(False)

56: P1_INFO:position((-1.16, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:115)isInHitStun(False)
P2_INFO:position((0.24, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:10)isInHitStun(False)

57: P1_INFO:position((-1.23, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:115)isInHitStun(False)
P2_INFO:position((0.17, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:10)isInHitStun(False)

58: P1_INFO:position((-1.30, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:115)isInHitStun(False)
P2_INFO:position((0.10, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:10)isInHitStun(False)

59: P1_INFO:position((-1.35, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:115)isInHitStun(False)
P2_INFO:position((0.05, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:10)isInHitStun(False)

60: P1_INFO:position((-1.40, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:115)isInHitStun(False)
P2_INFO:position((0.00, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:10)isInHitStun(False)

61: P1_INFO:position((-1.45, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:115)isInHitStun(False)
P2_INFO:position((-0.05, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:10)isInHitStun(False)

62: P1_INFO:position((-1.47, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:115)isInHitStun(False)
P2_INFO:position((-0.07, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:10)isInHitStun(False)

63: P1_INFO:position((-1.49, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:115)isInHitStun(False)
P2_INFO:position((-0.09, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:10)isInHitStun(False)

64: P1_INFO:position((-1.50, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:115)isInHitStun(False)
P2_INFO:position((-0.10, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:10)isInHitStun(False)

65: P1_INFO:position((-1.50, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:115)isInHitStun(False)
P2_INFO:position((-0.10, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:10)isInHitStun(False)

66: P1_INFO:position((-1.50, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:115)isInHitStun(False)
P2_INFO:position((-0.06, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:2)isInHitStun(False)

67: P1_INFO:position((-1.50, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:115)isInHitStun(False)
P2_INFO:position((-0.03, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:2)isInHitStun(False)

68: P1_INFO:position((-1.50, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:115)isInHitStun(False)
P2_INFO:position((0.01, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:2)isInHitStun(False)

69: P1_INFO:position((-1.50, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:115)isInHitStun(False)
P2_INFO:position((0.04, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:2)isInHitStun(False)

70: P1_INFO:position((-1.50, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:115)isInHitStun(False)
P2_INFO:position((0.08, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:2)isInHitStun(False)

71: P1_INFO:position((-1.50, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:115)isInHitStun(False)
P2_INFO:position((0.12, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:2)isInHitStun(False)

72: P1_INFO:position((-1.50, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:115)isInHitStun(False)
P2_INFO:position((0.15, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:2)isInHitStun(False)

73: P1_INFO:position((-1.50, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:115)isInHitStun(False)
P2_INFO:position((0.19, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:2)isInHitStun(False)

74: P1_INFO:position((-1.50, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:115)isInHitStun(False)
P2_INFO:position((0.22, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:2)isInHitStun(False)

75: P1_INFO:position((-1.50, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:115)isInHitStun(False)
P2_INFO:position((0.26, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:2)isInHitStun(False)

76: P1_INFO:position((-1.50, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:115)isInHitStun(False)
P2_INFO:position((0.30, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:2)isInHitStun(False)

77: P1_INFO:position((-1.50, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:115)isInHitStun(False)
P2_INFO:position((0.33, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:2)isInHitStun(False)

78: P1_INFO:position((-1.50, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:115)isInHitStun(False)
P2_INFO:position((0.37, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:2)isInHitStun(False)

79: P1_INFO:position((-1.50, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:115)isInHitStun(False)
P2_INFO:position((0.40, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction:2)isInHitStun(False)

80: P1_INFO:position((-1.50, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:115)isInHitStun(False)
P2_INFO:position((0.40, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:105)isInHitStun(False)

81: P1_INFO:position((-1.50, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:115)isInHitStun(False)
P2_INFO:position((0.40, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:105)isInHitStun(False)

82: P1_INFO:position((-1.50, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:115)isInHitStun(False)
P2_INFO:position((0.40, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:105)isInHitStun(False)

83: P1_INFO:position((-1.50, 0.00))guardHealth(2)cancelable(False)dead(False)currentAction:200)isInHitStun(True)
P2_INFO:position((0.40, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:105)isInHitStun(True)

84: P1_INFO:position((-1.50, 0.00))guardHealth(2)cancelable(False)dead(False)currentAction:200)isInHitStun(True)
P2_INFO:position((0.40, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:105)isInHitStun(True)

85: P1_INFO:position((-1.50, 0.00))guardHealth(2)cancelable(False)dead(False)currentAction:200)isInHitStun(True)
P2_INFO:position((0.40, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:105)isInHitStun(True)

86: P1_INFO:position((-1.50, 0.00))guardHealth(2)cancelable(False)dead(False)currentAction:200)isInHitStun(True)
P2_INFO:position((0.40, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:105)isInHitStun(True)

87: P1_INFO:position((-1.50, 0.00))guardHealth(2)cancelable(False)dead(False)currentAction:200)isInHitStun(True)
P2_INFO:position((0.40, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:105)isInHitStun(True)

88: P1_INFO:position((-1.50, 0.00))guardHealth(2)cancelable(False)dead(False)currentAction:200)isInHitStun(True)
P2_INFO:position((0.40, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:105)isInHitStun(True)

89: P1_INFO:position((-1.50, 0.00))guardHealth(2)cancelable(False)dead(False)currentAction:200)isInHitStun(True)
P2_INFO:position((0.40, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:105)isInHitStun(True)

90: P1_INFO:position((-1.50, 0.00))guardHealth(2)cancelable(False)dead(False)currentAction:200)isInHitStun(True)
P2_INFO:position((0.40, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:105)isInHitStun(True)

91: P1_INFO:position((-1.50, 0.00))guardHealth(2)cancelable(False)dead(False)currentAction:200)isInHitStun(True)
P2_INFO:position((0.40, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:105)isInHitStun(True)

92: P1_INFO:position((-1.50, 0.00))guardHealth(2)cancelable(False)dead(False)currentAction:200)isInHitStun(True)
P2_INFO:position((0.40, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:105)isInHitStun(True)

93: P1_INFO:position((-1.50, 0.00))guardHealth(2)cancelable(False)dead(False)currentAction:200)isInHitStun(True)
P2_INFO:position((0.40, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:105)isInHitStun(True)

94: P1_INFO:position((-1.50, 0.00))guardHealth(2)cancelable(False)dead(False)currentAction:200)isInHitStun(True)
P2_INFO:position((0.40, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:105)isInHitStun(True)

95: P1_INFO:position((-1.56, 0.00))guardHealth(2)cancelable(False)dead(False)currentAction:200)isInHitStun(False)
P2_INFO:position((0.36, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:110)isInHitStun(False)

96: P1_INFO:position((-1.62, 0.00))guardHealth(2)cancelable(False)dead(False)currentAction:200)isInHitStun(False)
P2_INFO:position((0.32, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:110)isInHitStun(False)

97: P1_INFO:position((-1.68, 0.00))guardHealth(2)cancelable(False)dead(False)currentAction:200)isInHitStun(False)
P2_INFO:position((0.28, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:110)isInHitStun(False)

98: P1_INFO:position((-1.74, 0.00))guardHealth(2)cancelable(False)dead(False)currentAction:200)isInHitStun(False)
P2_INFO:position((0.24, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:110)isInHitStun(False)

99: P1_INFO:position((-1.78, 0.00))guardHealth(2)cancelable(False)dead(False)currentAction:200)isInHitStun(False)
P2_INFO:position((0.14, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:110)isInHitStun(False)

100: P1_INFO:position((-1.82, 0.00))guardHealth(2)cancelable(False)dead(False)currentAction:200)isInHitStun(False)
P2_INFO:position((0.04, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:110)isInHitStun(False)

101: P1_INFO:position((-1.86, 0.00))guardHealth(2)cancelable(False)dead(False)currentAction:200)isInHitStun(False)
P2_INFO:position((-0.06, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:110)isInHitStun(False)

102: P1_INFO:position((-1.90, 0.00))guardHealth(2)cancelable(False)dead(False)currentAction:200)isInHitStun(False)
P2_INFO:position((-0.16, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:110)isInHitStun(False)

103: P1_INFO:position((-1.94, 0.00))guardHealth(2)cancelable(False)dead(False)currentAction:200)isInHitStun(False)
P2_INFO:position((-0.26, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:110)isInHitStun(False)

104: P1_INFO:position((-1.95, 0.00))guardHealth(2)cancelable(False)dead(False)currentAction:200)isInHitStun(False)
P2_INFO:position((-0.36, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:110)isInHitStun(False)

105: P1_INFO:position((-1.96, 0.00))guardHealth(2)cancelable(False)dead(False)currentAction:200)isInHitStun(False)
P2_INFO:position((-0.46, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:110)isInHitStun(False)

106: P1_INFO:position((-1.97, 0.00))guardHealth(1)cancelable(False)dead(True)currentAction:500)isInHitStun(False)
P2_INFO:position((-0.56, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction:110)isInHitStun(False)

