1: P1_INFO:position((-2.00, 0.00))guardBroken(False)guardHealth(3)currentAction:0)isInHitStun(False)
86: P1_INFO:position((2.87, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(False)
87: P1_INFO:position((2.87, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(False)
88: P1_INFO:position((2.87, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(False)
89: P1_INFO:position((2.87, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(False)
90: P1_INFO:position((2.87, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(False)
91: P1_INFO:position((2.87, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(False)
92: P1_INFO:position((2.87, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(False)
93: P1_INFO:position((2.87, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(False)
94: P1_INFO:position((2.87, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(False)
95: P1_INFO:position((2.87, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(False)
96: P1_INFO:position((2.87, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(False)
97: P1_INFO:position((2.87, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(False)
98: P1_INFO:position((2.92, 0.00))guardBroken(False)guardHealth(3)currentAction:1)isInHitStun(False)
99: P1_INFO:position((2.95, 0.00))guardBroken(False)guardHealth(3)currentAction:1)isInHitStun(False)
100: P1_INFO:position((2.96, 0.00))guardBroken(False)guardHealth(3)currentAction:1)isInHitStun(False)
101: P1_INFO:position((2.97, 0.00))guardBroken(False)guardHealth(3)currentAction:1)isInHitStun(False)
102: P1_INFO:position((2.95, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(False)
103: P1_INFO:position((2.93, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(False)
104: P1_INFO:position((2.91, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(False)
105: P1_INFO:position((2.91, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(True)
106: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(True)
107: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(True)
108: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(True)
109: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(True)
110: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(True)
111: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(True)
112: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(True)
113: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(True)
114: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(True)
115: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(True)
116: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(False)
117: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(False)
118: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(False)
119: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(False)
120: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(False)
121: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(False)
122: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(False)
123: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(False)
124: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(False)
125: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(False)
126: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(False)
127: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(False)
128: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(False)
129: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(False)
130: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(False)
131: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(False)
132: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(False)
133: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(False)
134: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(False)
135: P1_INFO:position((2.94, 0.00))guardBroken(False)guardHealth(3)currentAction:1)isInHitStun(False)
136: P1_INFO:position((2.96, 0.00))guardBroken(False)guardHealth(3)currentAction:1)isInHitStun(False)
137: P1_INFO:position((2.97, 0.00))guardBroken(False)guardHealth(3)currentAction:1)isInHitStun(False)
138: P1_INFO:position((2.98, 0.00))guardBroken(False)guardHealth(3)currentAction:1)isInHitStun(False)
139: P1_INFO:position((2.98, 0.00))guardBroken(False)guardHealth(3)currentAction:1)isInHitStun(False)
140: P1_INFO:position((2.98, 0.00))guardBroken(False)guardHealth(3)currentAction:1)isInHitStun(False)
141: P1_INFO:position((2.98, 0.00))guardBroken(False)guardHealth(3)currentAction:1)isInHitStun(False)
142: P1_INFO:position((2.98, 0.00))guardBroken(False)guardHealth(3)currentAction:1)isInHitStun(False)
143: P1_INFO:position((2.96, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(False)
144: P1_INFO:position((2.93, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(False)
145: P1_INFO:position((2.91, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(False)
146: P1_INFO:position((2.91, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(True)
147: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(True)
148: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(True)
149: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(True)
150: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(True)
151: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(True)
152: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(True)
153: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(True)
154: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(True)
155: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(True)
156: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(True)
157: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(False)
158: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(False)
159: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(False)
160: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(False)
161: P1_INFO:position((2.94, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
162: P1_INFO:position((2.95, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
163: P1_INFO:position((2.96, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
164: P1_INFO:position((2.96, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
165: P1_INFO:position((2.98, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
166: P1_INFO:position((3.00, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
167: P1_INFO:position((3.00, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
168: P1_INFO:position((3.00, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
169: P1_INFO:position((3.00, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
170: P1_INFO:position((3.00, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
171: P1_INFO:position((3.00, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
172: P1_INFO:position((3.00, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(True)
173: P1_INFO:position((2.95, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(True)
174: P1_INFO:position((2.92, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(True)
175: P1_INFO:position((2.91, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(True)
176: P1_INFO:position((2.91, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(True)
177: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(True)
178: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(True)
179: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(True)
180: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(True)
181: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(True)
182: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(True)
183: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(True)
184: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(True)
185: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(True)
186: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(True)
187: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(True)
188: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(True)
189: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(True)
190: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(True)
191: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(True)
192: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(True)
193: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(True)
194: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(True)
195: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(True)
196: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(True)
197: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(True)
198: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(True)
199: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(True)
200: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(True)
201: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
202: P1_INFO:position((2.97, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
203: P1_INFO:position((3.01, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
204: P1_INFO:position((3.02, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
205: P1_INFO:position((3.03, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
206: P1_INFO:position((3.03, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
207: P1_INFO:position((2.99, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
208: P1_INFO:position((2.98, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
209: P1_INFO:position((2.95, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
210: P1_INFO:position((2.94, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
211: P1_INFO:position((2.94, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
212: P1_INFO:position((2.92, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
213: P1_INFO:position((2.91, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
214: P1_INFO:position((2.91, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
215: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
216: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
217: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
218: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
219: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
220: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
221: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
222: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
223: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
224: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
225: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
226: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
227: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
228: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
229: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
230: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
231: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
232: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
233: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
234: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
235: P1_INFO:position((2.92, 0.00))guardBroken(False)guardHealth(3)currentAction:1)isInHitStun(False)
236: P1_INFO:position((2.93, 0.00))guardBroken(False)guardHealth(3)currentAction:1)isInHitStun(False)
237: P1_INFO:position((2.94, 0.00))guardBroken(False)guardHealth(3)currentAction:1)isInHitStun(False)
238: P1_INFO:position((2.96, 0.00))guardBroken(False)guardHealth(3)currentAction:1)isInHitStun(False)
239: P1_INFO:position((2.97, 0.00))guardBroken(False)guardHealth(3)currentAction:1)isInHitStun(False)
240: P1_INFO:position((2.97, 0.00))guardBroken(False)guardHealth(3)currentAction:1)isInHitStun(False)
241: P1_INFO:position((2.98, 0.00))guardBroken(False)guardHealth(3)currentAction:1)isInHitStun(False)
242: P1_INFO:position((2.96, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(False)
243: P1_INFO:position((2.93, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(False)
244: P1_INFO:position((2.91, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(False)
245: P1_INFO:position((2.91, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(True)
246: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(True)
247: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(True)
248: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(True)
249: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(True)
250: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(True)
251: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(True)
252: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(True)
253: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(True)
254: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(True)
255: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(True)
256: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(True)
257: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(True)
258: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(True)
259: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(True)
260: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(True)
261: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(True)
262: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(True)
