1: P1_INFO:position((-2.00, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:0)isInHitStun(False)P2_INFO:position((2.00, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:0)isInHitStun(False)
21: P1_INFO:position((-1.98, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:1)isInHitStun(False)P2_INFO:position((1.68, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:2)isInHitStun(False)
22: P1_INFO:position((-1.94, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:1)isInHitStun(False)P2_INFO:position((1.72, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:2)isInHitStun(False)
23: P1_INFO:position((-1.89, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:1)isInHitStun(False)P2_INFO:position((1.75, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:2)isInHitStun(False)
24: P1_INFO:position((-1.85, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:1)isInHitStun(False)P2_INFO:position((1.79, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:2)isInHitStun(False)
25: P1_INFO:position((-1.80, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:1)isInHitStun(False)P2_INFO:position((1.79, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:0)isInHitStun(False)
26: P1_INFO:position((-1.76, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:1)isInHitStun(False)P2_INFO:position((1.74, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:1)isInHitStun(False)
27: P1_INFO:position((-1.72, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:1)isInHitStun(False)P2_INFO:position((1.74, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:0)isInHitStun(False)
28: P1_INFO:position((-1.67, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:1)isInHitStun(False)P2_INFO:position((1.64, 0.00))velocity(5)dead(False)vitalHealth(1)guardHealth(3)currentAction:10)isInHitStun(False)
29: P1_INFO:position((-1.63, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:1)isInHitStun(False)P2_INFO:position((1.54, 0.00))velocity(5)dead(False)vitalHealth(1)guardHealth(3)currentAction:10)isInHitStun(False)
30: P1_INFO:position((-1.58, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:1)isInHitStun(False)P2_INFO:position((1.44, 0.00))velocity(5)dead(False)vitalHealth(1)guardHealth(3)currentAction:10)isInHitStun(False)
31: P1_INFO:position((-1.54, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:1)isInHitStun(False)P2_INFO:position((1.30, 0.00))velocity(7)dead(False)vitalHealth(1)guardHealth(3)currentAction:10)isInHitStun(False)
32: P1_INFO:position((-1.50, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:1)isInHitStun(False)P2_INFO:position((1.16, 0.00))velocity(7)dead(False)vitalHealth(1)guardHealth(3)currentAction:10)isInHitStun(False)
33: P1_INFO:position((-1.45, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:1)isInHitStun(False)P2_INFO:position((1.02, 0.00))velocity(7)dead(False)vitalHealth(1)guardHealth(3)currentAction:10)isInHitStun(False)
34: P1_INFO:position((-1.41, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:1)isInHitStun(False)P2_INFO:position((0.88, 0.00))velocity(7)dead(False)vitalHealth(1)guardHealth(3)currentAction:10)isInHitStun(False)
35: P1_INFO:position((-1.36, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:1)isInHitStun(False)P2_INFO:position((0.74, 0.00))velocity(7)dead(False)vitalHealth(1)guardHealth(3)currentAction:10)isInHitStun(False)
36: P1_INFO:position((-1.32, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:1)isInHitStun(False)P2_INFO:position((0.60, 0.00))velocity(7)dead(False)vitalHealth(1)guardHealth(3)currentAction:10)isInHitStun(False)
37: P1_INFO:position((-1.28, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:1)isInHitStun(False)P2_INFO:position((0.50, 0.00))velocity(5)dead(False)vitalHealth(1)guardHealth(3)currentAction:10)isInHitStun(False)
38: P1_INFO:position((-1.22, 0.00))velocity(3)dead(False)vitalHealth(1)guardHealth(3)currentAction:115)isInHitStun(False)P2_INFO:position((0.40, 0.00))velocity(5)dead(False)vitalHealth(1)guardHealth(3)currentAction:10)isInHitStun(False)
39: P1_INFO:position((-1.16, 0.00))velocity(3)dead(False)vitalHealth(1)guardHealth(3)currentAction:115)isInHitStun(False)P2_INFO:position((0.30, 0.00))velocity(5)dead(False)vitalHealth(1)guardHealth(3)currentAction:10)isInHitStun(False)
