1: P1_INFO:position((-1.96, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)P2_INFO:position((2.04, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(2)isInHitStun(False)
33: P1_INFO:position((-1.34, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)P2_INFO:position((2.99, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(2)isInHitStun(False)
34: P1_INFO:position((-1.30, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)P2_INFO:position((3.03, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(2)isInHitStun(False)
35: P1_INFO:position((-1.25, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)P2_INFO:position((3.06, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(2)isInHitStun(False)
36: P1_INFO:position((-1.21, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)P2_INFO:position((3.06, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)
37: P1_INFO:position((-1.16, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)P2_INFO:position((3.02, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)
38: P1_INFO:position((-1.12, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)P2_INFO:position((3.02, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)
39: P1_INFO:position((-1.08, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)P2_INFO:position((2.92, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(10)isInHitStun(False)
40: P1_INFO:position((-1.03, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)P2_INFO:position((2.82, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(10)isInHitStun(False)
41: P1_INFO:position((-0.99, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)P2_INFO:position((2.72, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(10)isInHitStun(False)
42: P1_INFO:position((-0.94, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)P2_INFO:position((2.58, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(10)isInHitStun(False)
43: P1_INFO:position((-0.90, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)P2_INFO:position((2.44, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(10)isInHitStun(False)
44: P1_INFO:position((-0.86, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)P2_INFO:position((2.30, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(10)isInHitStun(False)
45: P1_INFO:position((-0.81, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)P2_INFO:position((2.16, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(10)isInHitStun(False)
46: P1_INFO:position((-0.81, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)P2_INFO:position((2.02, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(10)isInHitStun(False)
47: P1_INFO:position((-0.81, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)P2_INFO:position((1.88, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(10)isInHitStun(False)
48: P1_INFO:position((-0.81, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)P2_INFO:position((1.78, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(10)isInHitStun(False)
49: P1_INFO:position((-0.85, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(2)isInHitStun(False)P2_INFO:position((1.68, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(10)isInHitStun(False)
50: P1_INFO:position((-0.88, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(2)isInHitStun(False)P2_INFO:position((1.58, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(10)isInHitStun(False)
51: P1_INFO:position((-0.92, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(2)isInHitStun(False)P2_INFO:position((1.54, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(10)isInHitStun(False)
52: P1_INFO:position((-0.96, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(2)isInHitStun(False)P2_INFO:position((1.50, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(10)isInHitStun(False)
53: P1_INFO:position((-0.99, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(2)isInHitStun(False)P2_INFO:position((1.48, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(10)isInHitStun(False)
54: P1_INFO:position((-1.03, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(2)isInHitStun(False)P2_INFO:position((1.48, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(10)isInHitStun(False)
55: P1_INFO:position((-1.06, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(2)isInHitStun(False)P2_INFO:position((1.52, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(2)isInHitStun(False)
56: P1_INFO:position((-1.10, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(2)isInHitStun(False)P2_INFO:position((1.52, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)
57: P1_INFO:position((-1.10, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(350)isInHitStun(False)P2_INFO:position((1.52, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)
58: P1_INFO:position((-1.10, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(350)isInHitStun(False)P2_INFO:position((1.52, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)
59: P1_INFO:position((-1.10, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(350)isInHitStun(False)P2_INFO:position((1.52, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)
60: P1_INFO:position((-1.10, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(350)isInHitStun(False)P2_INFO:position((1.52, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)
61: P1_INFO:position((-1.10, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(350)isInHitStun(False)P2_INFO:position((1.52, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)
62: P1_INFO:position((-1.10, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)P2_INFO:position((1.52, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)
63: P1_INFO:position((-1.10, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)P2_INFO:position((1.52, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)
64: P1_INFO:position((-1.10, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)P2_INFO:position((1.52, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)
65: P1_INFO:position((-1.10, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)P2_INFO:position((1.52, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)
66: P1_INFO:position((-1.10, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)P2_INFO:position((1.52, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)
67: P1_INFO:position((-1.10, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)P2_INFO:position((1.52, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)
68: P1_INFO:position((-1.10, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)P2_INFO:position((1.52, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)
69: P1_INFO:position((-1.10, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)P2_INFO:position((1.52, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)
70: P1_INFO:position((-1.10, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)P2_INFO:position((1.52, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)
71: P1_INFO:position((-1.10, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)P2_INFO:position((1.52, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)
72: P1_INFO:position((-1.10, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)P2_INFO:position((1.52, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)
73: P1_INFO:position((-1.10, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)P2_INFO:position((1.52, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)
74: P1_INFO:position((-1.10, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)P2_INFO:position((1.52, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)
75: P1_INFO:position((-1.10, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(100)isInHitStun(False)P2_INFO:position((1.52, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)
76: P1_INFO:position((-1.10, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(100)isInHitStun(False)P2_INFO:position((1.52, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)
77: P1_INFO:position((-1.10, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(100)isInHitStun(False)P2_INFO:position((1.52, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(350)isInHitStun(False)
78: P1_INFO:position((-1.10, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(100)isInHitStun(False)P2_INFO:position((1.52, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(350)isInHitStun(False)
79: P1_INFO:position((-1.10, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(100)isInHitStun(False)P2_INFO:position((1.52, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(350)isInHitStun(False)
80: P1_INFO:position((-1.10, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(100)isInHitStun(False)P2_INFO:position((1.52, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(350)isInHitStun(False)
81: P1_INFO:position((-1.10, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(100)isInHitStun(False)P2_INFO:position((1.52, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(350)isInHitStun(False)
82: P1_INFO:position((-1.10, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(100)isInHitStun(False)P2_INFO:position((1.55, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(2)isInHitStun(False)
83: P1_INFO:position((-1.10, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(100)isInHitStun(False)P2_INFO:position((1.59, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(2)isInHitStun(False)
84: P1_INFO:position((-1.10, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(100)isInHitStun(False)P2_INFO:position((1.62, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(2)isInHitStun(False)
85: P1_INFO:position((-1.10, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(100)isInHitStun(False)P2_INFO:position((1.66, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(2)isInHitStun(False)
86: P1_INFO:position((-1.10, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(100)isInHitStun(False)P2_INFO:position((1.70, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(2)isInHitStun(False)
87: P1_INFO:position((-1.10, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(100)isInHitStun(False)P2_INFO:position((1.73, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(2)isInHitStun(False)
88: P1_INFO:position((-1.10, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(100)isInHitStun(False)P2_INFO:position((1.77, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(2)isInHitStun(False)
89: P1_INFO:position((-1.10, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(100)isInHitStun(False)P2_INFO:position((1.80, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(2)isInHitStun(False)
90: P1_INFO:position((-1.10, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(100)isInHitStun(False)P2_INFO:position((1.84, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(2)isInHitStun(False)
91: P1_INFO:position((-1.10, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(100)isInHitStun(False)P2_INFO:position((1.88, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(2)isInHitStun(False)
92: P1_INFO:position((-1.10, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(100)isInHitStun(False)P2_INFO:position((1.91, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(2)isInHitStun(False)
93: P1_INFO:position((-1.10, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(100)isInHitStun(False)P2_INFO:position((1.91, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)
94: P1_INFO:position((-1.10, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(100)isInHitStun(False)P2_INFO:position((1.91, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)
95: P1_INFO:position((-1.10, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(100)isInHitStun(False)P2_INFO:position((1.91, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)
96: P1_INFO:position((-1.10, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(100)isInHitStun(False)P2_INFO:position((1.91, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)
97: P1_INFO:position((-1.14, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(2)isInHitStun(False)P2_INFO:position((1.91, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)
98: P1_INFO:position((-1.17, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(2)isInHitStun(False)P2_INFO:position((1.91, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)
99: P1_INFO:position((-1.21, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(2)isInHitStun(False)P2_INFO:position((1.91, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)
100: P1_INFO:position((-1.24, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(2)isInHitStun(False)P2_INFO:position((1.91, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)
101: P1_INFO:position((-1.28, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(2)isInHitStun(False)P2_INFO:position((1.91, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)
102: P1_INFO:position((-1.32, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(2)isInHitStun(False)P2_INFO:position((1.91, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)
103: P1_INFO:position((-1.35, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(2)isInHitStun(False)P2_INFO:position((1.91, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)
104: P1_INFO:position((-1.39, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(2)isInHitStun(False)P2_INFO:position((1.91, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)
105: P1_INFO:position((-1.42, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(2)isInHitStun(False)P2_INFO:position((1.91, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)
106: P1_INFO:position((-1.46, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(2)isInHitStun(False)P2_INFO:position((1.91, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)
107: P1_INFO:position((-1.46, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)P2_INFO:position((1.91, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)
108: P1_INFO:position((-1.46, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)P2_INFO:position((1.91, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)
109: P1_INFO:position((-1.46, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)P2_INFO:position((1.91, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)
110: P1_INFO:position((-1.46, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)P2_INFO:position((1.91, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)
111: P1_INFO:position((-1.46, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)P2_INFO:position((1.91, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)
112: P1_INFO:position((-1.46, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)P2_INFO:position((1.91, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)
113: P1_INFO:position((-1.46, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)P2_INFO:position((1.91, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)
114: P1_INFO:position((-1.46, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)P2_INFO:position((1.91, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)
115: P1_INFO:position((-1.46, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)P2_INFO:position((1.91, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)
116: P1_INFO:position((-1.46, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)P2_INFO:position((1.87, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(110)isInHitStun(False)
117: P1_INFO:position((-1.46, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)P2_INFO:position((1.83, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(110)isInHitStun(False)
118: P1_INFO:position((-1.46, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)P2_INFO:position((1.79, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(110)isInHitStun(False)
119: P1_INFO:position((-1.46, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)P2_INFO:position((1.75, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(110)isInHitStun(False)
120: P1_INFO:position((-1.46, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)P2_INFO:position((1.65, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(110)isInHitStun(False)
121: P1_INFO:position((-1.46, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)P2_INFO:position((1.55, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(110)isInHitStun(False)
122: P1_INFO:position((-1.46, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)P2_INFO:position((1.45, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(110)isInHitStun(False)
123: P1_INFO:position((-1.46, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)P2_INFO:position((1.35, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(110)isInHitStun(False)
124: P1_INFO:position((-1.46, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)P2_INFO:position((1.25, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(110)isInHitStun(False)
